 ROA(A) before interest and % after tax, Persistent EPS in the Last Four Seasons, Equity to Liability, Quick Assets/Total Assets, ROA(B) before interest and depreciation after tax, Fixed Assets to Assets, Revenue per person, Net Value Per Share (B), Operating Funds to Liability, Total Asset Turnover, Net profit before tax/Paid-in capital, Cash/Total Assets, Current Liability to Current Assets, Net Value Per Share (C), Net worth/Assets, Cash/Current Liability, ROA(C) before interest and depreciation before interest, Debt ratio %, Per Share Net profit before tax (Yuan ¥), Working Capital to Total Assets, CFO to Assets, Current Liability to Assets, Cash Flow to Total Assets, Net Value Growth Rate, Current Assets/Total Assets, Net Income to Total Assets, Net Value Per Share (A), Fixed Assets Turnover Frequency
-1.135284209184952,-1.1187114396503328,-0.07096606353577894,-1.2154744742929635,-1.0677797033859016,0.9421899142696041,-0.20594120689980255,-0.3255765657843935,-0.5586256392007705,0.29529600540403106,-1.1931278337161768,-0.06970366287233223,0.14618397270258554,-0.32822341801540295,-0.070964077868706,0.2743537583771625,-1.16860470485125,0.0709640778687067,-1.1694006645176924,-0.5912181046484127,-0.5700599356796818,-0.7575969654707814,0.7389281219948384,-1.0536651185791008,-1.1464800960778614,-1.0723604733020757,-0.3255765657843935,-1.1140324510802246
0.32822341801540306,0.5627963389464197,-0.07205326581633058,0.4366480181722188,0.49925718912015327,0.2883307586768313,0.15289119288627112,0.6927148969290061,0.02067464814020014,0.5206614945725153,0.6612328086389222,-0.1309959410324645,-0.12202360475227067,0.6895289039903829,-0.07189070425590935,-0.28351517186032643,0.5741866776769428,0.07189070425591004,0.6580429849889554,0.3252953649905069,0.054483753948783936,0.35350976509529697,0.4077782395050455,0.7232845212644186,0.3893801257968218,0.41667160554079863,0.6927148969290061,-0.5063476573610789
1.2032087071114614,1.146530701770332,-0.03616659229806095,0.3142928041446523,1.3335022493420894,0.3335583453730981,-0.05664215682197066,0.7838141474661617,0.5809507352349926,0.23808932797901547,1.0893898242306106,0.5598418153811118,-0.6375238382692847,0.7821037504361943,-0.03639052269320699,0.6188253748080149,1.2519066744678318,0.036390522693206855,1.0487476127264312,0.5210018692166191,0.8021777918239988,-0.3931216807755849,1.2125099090405214,0.8095364078951468,0.0824854664488481,1.1001080649451676,0.783329858958644,-0.6191555101814414
-0.10110326265453143,0.16891199278645552,-1.978164146184675,-1.9539817143596951,-0.4403831045648589,-0.9423303185204077,1.1238326546616526,-0.2979179785635167,-1.8496021504753979,-0.1867561210637371,0.16664795474998037,-0.3556391930915486,0.45792910958342337,-0.30185478817024713,-1.9780409977645783,-0.918413749825749,-0.49780907548583325,1.9780409977645794,0.14097728394034753,0.1315582990580114,-2.463905364111932,1.750315065761456,0.3920769459257142,0.42241078478514443,1.5156517541353058,-0.1959325351675932,-0.2979179785635167,0.1321130235613776
-0.6351612735421283,0.5092020438642008,-0.30209096935746627,0.9937008192225624,0.00209094415943793,-0.8587075165083558,1.4350871758387875,0.4822482148379236,-0.4935144873452615,1.431970891035265,-0.10325028819190851,1.1840599179939568,0.24894966822369416,0.47943158017267407,-0.30185478817024713,0.6092887099472056,0.17782697898639005,0.3018547881702473,-0.1055795939465295,-0.015705268525812235,-0.4840716302921897,0.7514461380932347,-1.1084542701888485,-1.0887561260723677,0.400403852867211,-0.5404785637869117,0.4820194973790661,0.532899280906502
1.1625043429216044,1.7779027162712504,-0.7018434691758849,0.8053309867270363,0.9644774077416476,-1.5135266539895667,1.916739639977934,1.719704460228897,-0.8510079197723657,0.5627963389464197,1.6787312718954102,-0.5236710983013863,0.2901288633807165,1.7161421833171255,-0.7017538458033088,-0.7114527771191913,0.8426943468415306,0.7017538458033081,1.7378984910982416,-0.14698434545492542,-0.8751634336910703,0.5678184002583592,-0.031464384043671544,1.4517345038434972,0.13415628192839635,0.9619279668164731,1.7189763928380029,0.6294239486128158
-0.7249732056113147,-0.6549304836891207,-1.2604689864255136,-0.5785481452186771,-0.9085771330033455,-0.37338594900004235,1.044245599091373,-0.27830168756579526,-0.5878048718405735,-1.5756125802060132,-0.6636068495457839,-0.5266485724778721,0.4745902706636777,-0.280910849646044,-1.2607615913172778,-0.9300739901621182,-0.9393102442595754,1.2607615913172783,-0.6658523100249348,-0.09698995657840681,-0.5240899011890687,1.2404788374468871,-0.9602322361294188,-0.5238691175405801,0.7363568380470035,-0.7179015964624654,-0.27830168756579526,-1.1997660052684793
-0.7055299818373915,-0.6674190444558503,-0.056906815273429376,-0.7333260592997463,-0.6991080877832274,0.7475909366102902,-1.4828806722427794,-0.5849838760189251,0.27567830425390016,-0.7833298589586444,-0.7369910461122317,-1.0988668049786274,1.0574935310800797,-0.5879638515001888,-0.057742210676566465,-1.0486060958333516,-0.6811156457439685,0.057742210676568144,-0.7331557124651853,-1.0664213621167706,0.3744524321840503,0.11169253518487476,-0.5746228992090789,-0.7023154143045922,-0.9266989533897747,-0.6991250720656149,-0.5849838760189251,2.307606709113698
0.18354879338060667,0.35883340680587744,0.4313378608837675,-0.6287544061863433,0.3018547881702473,0.745309503414885,-0.6173621747063591,0.9785881481499525,0.8779528412326294,-0.9051888168927783,0.36768045806012933,-0.566265774331914,0.3020849267341529,0.9776321255613786,0.4312106602005925,-0.3805177315623312,0.2605038648265483,-0.4312106602005927,0.33883406866792753,-0.5386282170918657,0.938546369389844,-0.3025089462683496,-0.21317414721903913,0.05509582857690051,-0.8170475073408427,0.23662077818447066,0.97849851015564,0.9876515644974213
0.47802468927861064,0.5801416982384787,1.2859757024106986,1.8663547419214161,0.5120605851503511,-1.621909922968986,0.33098348080608275,1.3658472675677205,1.716842699029314,0.11820414480337647,0.46093837173670194,1.5065318181193357,-1.5158152282084951,1.3596852245413082,1.2857052905691517,1.4191299012160372,0.4389272013532963,-1.2857052905691506,0.49780907548583325,2.034919860112081,1.4135979478587735,-0.8133289437040976,0.4167179555683888,0.8052405619095,1.5086370646948357,0.5137958416561176,1.360790767034606,0.6153368068598281
